id_encuestado;Fecha;Edad;Genero;Pais de residencia;Nivel educativo alcanzado;Estado Nivel Ed;Ocupacion;Anio en que te hiciste fan;Album favorito;Cancion favorita ;Genero musical preferido;Primer album escuchado;Compra entradas;Cantidad de asistencia a conciertos;Compra merch oficial;Regrabación favorita;Momento de mayor impacto en mi vida;Nivel de identificación con sus canciones;Album más emotivo;Canción más emotiva;Conozco los Easter Eggs;Sigo a Taylor en redes;Soy fan de Taylor;Formo parte de grupos o foros;Participacion en debates de teorias;Interes mayor;Compra vinilo;Nivel Fanatismo
210;2/3/2024;52;3;5;6;3;3;2019;7;66;2;1;4;1;4;10;3;2;6;47;3;2;1;1;3;3;2;5
211;26/6/2024;33;2;9;2;3;3;2007;3;31;4;4;4;0;4;14;1;1;9;47;3;2;1;3;2;1;3;4
212;29/1/2024;39;3;8;6;2;2;2016;7;66;2;7;3;5;1;10;1;8;4;4;3;2;1;2;3;1;1;8
213;10/1/2024;24;2;5;1;2;4;2017;7;2;3;7;1;4;1;14;5;7;2;4;3;2;2;3;2;3;3;3
214;16/6/2024;49;3;8;1;3;2;2008;3;13;5;2;4;5;2;10;1;9;2;4;1;1;1;3;3;1;2;1
215;16/1/2024;64;1;5;2;3;3;2022;7;31;5;8;6;3;2;10;1;10;6;4;3;1;1;2;3;3;1;6
216;16/10/2024;34;3;8;4;3;3;2014;2;31;2;2;3;4;1;14;1;10;4;47;2;2;1;1;3;2;3;5
217;9/5/2024;44;3;4;1;2;3;2010;14;31;3;8;1;1;4;13;1;3;2;4;1;1;2;1;2;2;1;5
218;2/7/2024;47;3;8;1;2;1;2007;2;66;2;1;1;3;1;11;5;5;9;47;3;1;2;2;3;2;1;2
219;25/6/2024;35;2;1;3;1;5;2016;2;31;5;2;1;2;1;13;3;9;9;2;1;1;1;2;1;3;2;3
220;3/5/2024;28;1;8;1;2;4;2008;11;13;1;1;6;2;1;14;1;7;6;2;3;1;2;2;1;1;3;6
221;3/3/2024;27;1;1;3;3;4;2006;2;31;2;7;3;1;1;14;5;5;8;4;3;2;1;2;1;1;3;1
222;27/3/2024;39;1;4;1;1;5;2009;11;66;2;2;3;3;4;13;5;5;8;4;3;2;1;1;2;2;2;7
223;21/1/2024;45;2;3;3;1;2;2022;11;50;3;5;3;5;1;14;1;8;2;4;1;2;1;3;3;2;2;3
224;14/10/2024;24;2;9;3;1;2;2023;11;13;1;7;6;0;2;10;1;7;4;2;1;2;1;3;3;3;3;2
225;19/4/2024;38;1;4;6;3;2;2008;8;2;1;7;6;5;4;13;3;3;2;2;1;2;1;1;1;2;1;5
226;8/1/2024;32;1;8;2;3;3;2009;2;13;3;2;4;4;4;13;1;8;2;47;1;2;2;3;3;3;1;1
227;15/4/2024;25;1;1;4;3;2;2009;8;50;2;3;1;0;2;10;3;9;6;47;3;2;2;2;2;1;1;4
228;8/5/2024;22;2;8;3;3;3;2019;11;13;3;3;3;2;4;11;3;9;8;2;2;1;2;1;3;3;3;2
229;28/5/2024;27;3;3;1;1;3;2013;11;50;5;4;3;1;1;11;1;4;2;47;3;1;1;1;2;3;3;6
230;20/5/2024;28;3;4;1;1;5;2006;3;66;3;2;1;2;2;11;5;1;8;4;3;2;1;3;1;3;3;1
231;30/1/2024;57;3;6;3;2;4;2011;2;50;3;7;1;3;1;13;1;8;4;55;1;1;1;2;2;1;1;7
232;17/4/2024;26;1;5;1;1;5;2010;3;31;2;4;3;3;1;13;3;2;6;47;1;1;2;3;2;1;2;5
233;11/10/2024;22;3;4;4;1;5;2010;8;50;3;3;6;2;2;13;3;10;4;4;1;1;2;3;2;3;2;1
234;21/1/2024;43;3;3;3;2;5;2006;3;2;3;1;4;2;2;10;5;4;8;2;1;1;2;2;2;3;1;2
235;20/8/2024;47;3;6;2;1;5;2017;2;13;3;2;6;3;1;10;3;9;2;4;2;1;2;2;1;2;2;9
236;30/9/2024;19;2;6;4;1;1;2014;7;66;3;2;4;5;4;13;3;8;2;4;1;2;1;1;3;2;3;7
237;15/10/2024;47;1;8;3;1;5;2011;8;31;2;2;1;3;1;13;5;2;6;55;1;2;1;1;2;2;1;10
238;7/2/2024;25;1;6;2;2;4;2013;14;50;2;4;4;4;1;11;1;1;9;2;1;2;2;1;1;2;1;7
239;7/3/2024;42;1;8;3;2;1;2019;8;50;5;7;3;0;2;11;1;7;9;2;2;1;2;3;3;1;1;5
240;20/6/2024;55;1;1;4;2;3;2016;8;50;2;2;3;5;2;11;1;9;2;55;2;2;1;3;3;2;1;7
241;21/5/2024;41;3;8;2;3;3;2019;7;13;3;4;6;2;1;11;5;6;8;47;1;1;1;1;1;1;2;10
242;4/5/2024;52;3;9;3;2;3;2012;8;66;1;1;1;4;2;13;3;6;6;55;2;2;2;3;3;3;2;1
243;28/5/2024;58;2;9;4;1;1;2016;14;2;5;3;3;3;4;10;5;10;9;47;2;2;1;2;1;1;2;9
244;12/9/2024;31;3;9;1;1;3;2009;14;31;2;5;3;3;2;11;3;8;2;47;3;1;2;3;3;2;3;9
245;27/1/2024;31;3;1;2;2;3;2007;14;66;1;5;3;0;4;10;3;3;8;2;2;2;2;2;2;3;2;4
246;11/4/2024;22;2;3;6;3;4;2007;8;50;2;2;4;1;2;13;5;7;2;2;1;2;1;2;3;3;3;2
247;12/3/2024;28;2;1;6;2;5;2021;3;13;4;2;6;4;2;14;3;9;6;47;1;2;1;1;2;3;1;1
248;26/1/2024;61;1;4;2;1;2;2019;11;2;5;5;4;5;4;10;5;8;2;55;1;2;1;1;2;1;2;7
249;7/5/2024;34;2;4;3;1;4;2014;3;2;2;3;4;1;2;14;5;4;6;47;2;2;2;2;2;3;1;1
250;26/6/2024;54;2;9;3;3;2;2022;8;2;1;5;6;5;2;11;1;5;4;2;2;2;1;2;1;3;3;4
251;24/10/2024;23;1;4;1;2;4;2007;14;66;3;3;1;2;4;14;5;10;9;47;2;1;2;2;1;3;3;3
252;16/3/2024;58;3;9;1;2;5;2016;2;13;2;3;4;1;4;11;5;5;4;2;2;1;1;1;2;2;3;6
253;5/2/2024;59;2;4;3;3;5;2008;14;31;1;1;4;0;1;13;3;1;9;4;1;2;1;3;2;1;1;8
254;12/2/2024;30;3;3;4;3;3;2017;2;31;3;1;3;5;2;13;5;7;4;47;3;2;2;3;2;1;3;10
255;14/6/2024;25;1;6;3;1;2;2023;7;66;2;3;4;0;4;13;3;2;4;2;1;2;1;2;3;1;3;3
256;3/5/2024;44;1;1;1;3;3;2007;2;2;3;4;4;5;4;14;3;10;6;2;2;1;1;3;1;2;2;2
257;13/4/2024;26;2;5;3;1;3;2014;14;50;5;2;3;2;1;11;5;4;9;55;2;1;2;1;3;2;3;9
258;29/1/2024;62;3;6;1;2;1;2013;14;2;4;2;3;2;2;11;1;3;2;2;2;2;2;1;3;3;3;1
259;27/5/2024;19;3;3;3;3;3;2008;3;66;4;4;4;5;2;14;1;10;9;47;1;2;2;1;2;1;2;8
260;10/6/2024;47;2;8;1;1;2;2019;8;66;4;4;6;3;1;11;5;7;9;2;1;2;1;1;1;2;2;8
261;8/3/2024;31;3;3;3;3;3;2018;14;31;3;1;6;1;1;13;1;5;8;4;1;2;1;2;2;1;1;2
262;11/10/2024;19;2;5;4;1;3;2021;2;50;2;3;3;4;1;14;3;8;2;55;3;1;2;3;2;3;3;8
263;14/10/2024;47;2;5;3;1;5;2010;11;2;2;8;1;2;2;13;3;2;2;2;1;2;1;3;3;1;2;5
264;25/4/2024;33;3;9;4;2;3;2012;11;2;3;5;4;1;2;11;5;1;2;47;1;1;2;2;3;3;1;9
265;1/4/2024;63;1;4;3;1;5;2020;7;2;3;5;4;2;4;10;5;1;2;2;3;1;1;3;2;2;2;6
266;17/5/2024;56;2;9;4;3;3;2009;7;31;3;5;1;0;4;13;5;3;9;2;1;1;2;1;1;3;3;1
267;4/7/2024;34;1;8;6;3;1;2008;2;66;1;8;1;2;2;13;5;5;6;47;1;1;1;3;2;3;3;4
268;16/10/2024;19;3;3;2;3;3;2008;11;2;5;5;4;3;1;14;1;3;6;47;1;1;1;2;2;3;3;3
269;15/10/2024;19;3;4;3;3;2;2015;7;13;5;2;4;5;2;14;1;9;2;55;2;2;1;3;3;1;2;10
270;26/6/2024;21;1;4;3;3;1;2019;14;31;1;8;3;4;4;14;1;7;8;2;2;2;2;1;1;1;2;10
271;15/3/2024;57;2;9;4;3;1;2011;8;50;5;4;6;2;4;10;5;3;2;4;2;1;1;1;1;3;3;9
272;13/1/2024;29;2;9;1;3;2;2023;3;13;1;1;1;0;4;13;3;10;4;2;3;1;2;3;1;3;3;8
273;4/5/2024;21;3;9;4;2;1;2008;3;2;3;7;3;3;2;11;1;10;2;55;3;2;2;1;1;2;1;10
274;13/8/2024;33;2;4;1;3;5;2022;8;13;5;8;4;0;2;10;1;3;4;2;2;2;1;1;1;3;2;6
275;13/6/2024;52;3;1;2;1;3;2014;7;50;4;1;4;2;4;10;5;4;9;4;2;2;2;1;3;1;2;3
276;3/10/2024;46;2;8;6;1;3;2012;2;66;2;3;4;4;4;11;5;5;6;55;3;1;1;2;1;3;3;6
277;14/6/2024;33;1;6;1;1;3;2009;7;66;5;7;3;5;2;10;3;9;4;4;3;1;1;2;1;3;1;7
278;11/9/2024;62;1;6;4;1;5;2006;8;13;4;5;4;2;1;13;3;5;2;55;2;2;1;2;1;3;2;6
279;5/1/2024;32;3;9;1;3;1;2019;2;31;1;5;1;3;4;13;1;5;8;55;1;2;1;3;3;3;1;10
280;5/5/2024;21;2;3;1;1;3;2011;2;31;1;1;3;2;2;13;3;3;4;4;1;1;2;1;3;3;3;1
281;9/2/2024;59;3;9;6;2;4;2018;14;66;1;5;4;1;4;14;5;7;4;47;2;1;1;2;2;1;2;9
282;1/7/2024;25;3;4;4;3;2;2006;2;13;1;4;4;2;2;13;5;3;6;47;2;2;1;3;3;1;2;1
283;20/7/2024;39;2;1;1;3;1;2015;14;31;1;3;1;0;1;14;5;9;2;55;1;2;1;1;1;2;2;1
284;10/6/2024;58;1;9;3;2;5;2013;14;66;1;8;4;0;4;10;3;6;6;4;1;1;1;3;1;2;2;10
285;19/7/2024;27;3;1;1;2;1;2016;7;66;2;5;6;5;4;10;1;1;6;2;3;2;1;3;1;3;1;8
286;27/5/2024;19;1;6;3;2;2;2007;8;2;2;5;6;0;4;10;3;10;2;47;2;1;1;1;3;3;2;5
287;20/2/2024;23;3;8;3;2;3;2015;2;50;3;2;3;5;1;11;5;5;8;55;2;2;2;2;1;1;3;8
288;23/10/2024;25;1;5;6;1;5;2011;8;2;3;7;6;2;2;11;3;4;9;4;3;1;1;2;3;1;2;7
289;16/10/2024;25;2;6;1;3;1;2009;2;66;4;5;6;4;4;13;3;4;9;4;3;1;2;2;2;2;3;6
290;19/7/2024;63;1;8;1;2;3;2021;3;66;4;1;6;0;2;11;5;6;8;2;1;2;2;1;3;3;2;8
291;21/3/2024;18;1;3;1;1;1;2018;14;13;4;1;6;5;2;14;1;1;2;55;1;1;1;1;3;2;2;6
292;2/10/2024;61;2;3;3;3;2;2010;8;50;3;7;3;2;2;11;1;5;9;55;3;2;1;2;2;3;2;4
293;29/6/2024;59;3;6;2;2;3;2008;11;31;1;1;1;1;4;14;5;5;2;4;1;2;2;2;1;2;1;5
294;10/6/2024;34;2;4;4;2;4;2015;7;31;3;8;4;3;2;10;5;2;9;55;1;1;1;3;2;3;1;3
295;5/8/2024;20;1;5;3;3;2;2011;2;13;4;1;6;2;2;14;1;1;2;4;3;2;2;3;1;2;3;6
296;3/10/2024;58;1;9;4;3;5;2009;8;31;5;1;3;3;1;13;3;5;9;4;2;1;1;1;3;3;3;9
297;6/6/2024;62;1;8;3;2;2;2011;14;13;3;7;1;5;4;14;5;1;8;4;2;1;1;2;2;3;1;2
298;27/6/2024;43;1;3;2;3;4;2008;7;31;4;1;3;3;4;11;1;8;2;2;1;2;2;2;3;2;1;3
299;28/1/2024;47;1;9;2;1;1;2012;2;2;3;4;3;2;2;14;5;7;8;2;3;2;2;1;1;2;2;3
300;24/5/2024;42;2;5;4;1;2;2016;3;2;1;7;3;4;2;11;3;7;2;2;3;2;1;1;2;3;2;5
301;6/2/2024;18;3;9;3;1;4;2020;2;2;2;4;1;0;4;10;5;9;6;47;3;2;1;2;3;3;1;1
302;3/4/2024;54;2;8;1;2;3;2012;11;31;4;1;6;3;1;13;1;2;8;4;2;2;1;1;2;3;2;9
303;27/3/2024;39;3;9;4;2;3;2021;2;13;4;8;1;3;2;11;1;1;9;47;1;1;1;3;3;2;1;1
304;1/5/2024;30;1;3;4;1;2;2008;8;2;2;5;4;5;2;10;1;6;4;2;3;1;1;3;1;2;3;6
305;27/1/2024;54;2;4;6;1;4;2020;3;31;2;7;1;2;4;13;1;5;6;47;1;1;1;1;3;1;1;7
306;27/3/2024;32;1;1;6;1;2;2007;11;31;3;1;4;0;2;10;5;5;8;47;1;2;2;3;1;3;1;1
307;27/8/2024;21;1;8;3;1;1;2013;8;2;3;8;1;2;4;14;3;8;8;55;1;2;2;1;3;1;3;1
308;15/5/2024;26;3;1;2;3;3;2015;2;2;3;4;1;1;2;10;5;9;2;55;3;1;1;3;2;3;2;10
309;28/4/2024;21;1;3;3;1;1;2019;8;13;1;5;6;1;2;10;5;8;6;4;3;1;1;1;2;3;3;2
310;13/3/2024;52;2;1;1;1;3;2012;11;2;3;3;1;0;2;10;5;6;8;2;2;2;1;1;3;1;3;5
311;8/2/2024;46;1;5;3;1;2;2022;8;50;3;1;4;4;4;10;3;1;4;2;2;2;2;3;1;3;1;1
312;20/8/2024;37;3;1;4;1;2;2009;11;13;5;4;6;1;1;14;3;6;8;55;2;2;1;3;2;1;1;9
313;26/3/2024;19;1;5;1;1;2;2006;3;31;5;2;3;1;4;10;5;9;4;55;1;2;2;1;1;3;1;9
314;6/9/2024;36;1;6;3;3;4;2020;3;13;5;3;6;0;2;13;1;10;8;55;3;2;1;3;3;3;2;1
315;22/4/2024;38;3;6;3;3;2;2023;3;66;5;8;1;5;2;11;3;5;9;47;1;2;2;1;3;3;2;5
316;2/5/2024;33;3;5;3;2;2;2006;14;2;2;1;1;2;1;13;5;5;9;55;2;2;1;3;2;2;2;5
317;12/7/2024;38;3;4;6;3;4;2012;11;31;2;1;3;1;1;10;5;10;6;2;3;2;1;1;3;3;1;6
318;29/9/2024;54;2;6;6;3;2;2022;7;2;5;2;6;1;4;10;1;10;4;4;1;2;1;1;3;2;2;1
319;7/1/2024;24;1;8;6;3;4;2017;3;66;2;4;4;2;2;11;1;4;8;2;2;2;1;2;1;2;2;4
320;18/2/2024;34;2;1;1;3;5;2013;3;2;5;8;6;1;1;10;1;2;9;47;1;2;2;2;1;2;3;4
321;24/4/2024;37;3;5;6;1;2;2017;14;50;5;4;3;2;4;14;1;3;8;4;1;2;1;2;3;2;1;1
322;11/4/2024;57;3;9;2;1;4;2023;2;50;4;5;1;1;4;13;3;2;4;47;3;1;2;3;3;1;2;9
323;1/6/2024;25;2;6;2;2;4;2010;7;13;5;8;1;1;4;14;3;8;6;4;2;1;1;2;2;3;1;5
324;12/7/2024;60;3;8;6;1;3;2006;2;31;4;4;1;1;2;10;3;3;2;47;3;2;1;3;3;2;2;9
325;10/1/2024;52;3;1;6;2;1;2016;2;2;5;8;6;1;2;14;5;8;2;2;1;2;1;2;3;3;3;5
326;3/8/2024;36;3;4;4;1;1;2019;8;13;2;2;6;4;2;10;1;3;9;47;2;2;2;2;3;2;2;5
327;3/1/2024;53;3;6;4;1;3;2011;11;2;4;4;3;0;4;14;5;4;4;2;2;2;1;3;3;2;2;4
328;2/2/2024;32;3;1;6;2;2;2021;8;31;5;5;4;4;4;11;3;7;6;2;3;2;1;1;3;2;1;9
329;30/7/2024;18;2;3;4;3;3;2019;3;50;5;3;4;0;2;10;3;6;8;55;3;2;2;3;3;2;1;5
330;29/8/2024;64;2;4;4;2;1;2011;8;50;2;2;1;1;4;14;3;9;9;47;3;1;1;2;3;1;3;6
331;23/9/2024;38;2;4;6;1;1;2017;11;13;1;4;3;2;4;14;5;2;4;47;1;1;1;3;2;1;3;4
332;1/5/2024;56;2;4;1;3;1;2010;3;2;1;5;1;0;2;10;3;8;9;47;2;2;2;2;3;1;3;1
333;15/9/2024;57;3;4;1;3;1;2009;8;50;5;3;4;1;4;14;3;2;2;47;3;1;2;2;3;2;3;5
334;12/9/2024;38;3;9;3;1;4;2015;8;2;2;5;3;3;4;11;5;3;9;2;3;1;1;2;2;1;3;9
335;23/10/2024;63;1;9;1;2;3;2019;3;66;3;5;6;5;1;14;1;7;2;2;2;2;1;2;1;1;2;3
336;7/3/2024;27;2;5;2;1;4;2018;7;2;1;2;3;2;1;14;3;8;6;47;2;1;2;3;1;3;3;10
337;7/10/2024;56;1;3;4;3;3;2016;7;66;3;4;1;0;1;13;5;3;8;55;3;1;2;1;1;3;3;3
338;20/5/2024;26;2;9;2;1;3;2019;11;31;4;1;6;2;2;11;1;1;4;55;3;2;2;1;3;3;3;5
339;3/8/2024;64;2;6;4;3;5;2016;11;50;4;8;4;1;1;10;5;4;2;47;3;1;2;3;2;2;1;9
340;21/9/2024;64;2;5;1;3;1;2009;3;66;2;1;4;4;1;10;3;3;9;55;1;2;2;3;3;1;2;9
341;17/3/2024;50;2;6;3;2;4;2014;7;50;5;2;3;3;1;11;3;9;8;2;1;2;1;2;2;1;1;8
342;29/1/2024;54;3;6;6;3;1;2007;14;13;3;2;6;4;1;10;3;6;8;2;3;2;1;2;1;1;1;2
343;16/5/2024;40;2;8;4;2;5;2022;8;2;4;8;6;3;4;13;5;1;8;4;1;2;2;3;3;2;3;9
344;23/7/2024;29;2;9;2;2;1;2013;3;2;5;4;6;5;1;14;5;9;2;2;3;1;2;2;2;2;1;2
345;21/7/2024;50;3;9;1;2;2;2020;8;31;3;3;6;5;1;11;5;2;8;4;2;2;1;2;1;3;1;8
346;4/10/2024;28;3;6;3;2;2;2012;3;66;5;2;3;4;4;13;5;5;8;55;2;2;1;3;2;1;3;8
347;4/7/2024;33;1;3;1;3;3;2014;2;13;4;1;1;4;2;13;1;2;8;2;3;1;1;2;3;1;3;9
348;5/6/2024;59;3;8;1;2;3;2007;2;66;2;5;3;4;4;10;3;3;2;55;2;1;1;3;3;3;2;4
349;10/5/2024;36;2;5;4;1;3;2007;3;66;3;8;4;3;4;11;3;10;6;47;1;1;1;1;1;2;3;7
350;17/6/2024;35;1;3;2;3;5;2013;11;31;4;2;6;1;1;13;3;5;2;4;2;1;1;2;3;1;2;4
351;5/3/2024;59;3;3;4;1;3;2015;2;66;3;2;1;5;4;10;1;5;8;2;1;1;2;2;2;2;1;1
352;2/9/2024;52;1;1;3;1;5;2010;2;66;1;2;1;0;1;14;1;3;8;2;3;1;2;1;2;2;1;5
353;28/1/2024;58;3;6;2;1;4;2019;11;13;5;8;4;4;1;14;5;8;6;4;2;2;2;1;1;3;2;2
354;22/1/2024;39;3;9;4;1;5;2019;14;31;2;8;6;0;1;13;1;7;2;2;3;1;1;1;3;2;2;4
355;10/9/2024;21;3;6;2;1;5;2023;7;31;1;8;6;1;4;11;3;7;4;47;2;1;2;2;1;3;3;10
356;15/10/2024;55;1;5;3;3;1;2017;11;2;3;2;6;1;1;10;3;2;8;47;3;1;1;2;1;1;2;10
357;13/2/2024;53;1;4;4;3;3;2011;8;66;4;5;1;0;1;14;3;1;8;2;2;1;1;3;2;1;1;1
358;9/8/2024;52;3;1;3;2;5;2020;11;66;3;7;3;3;4;11;5;7;2;55;2;2;2;3;2;2;3;9
359;27/6/2024;57;3;8;2;1;4;2010;3;31;2;7;4;3;4;11;5;6;4;55;3;2;2;2;1;2;1;7
360;10/7/2024;35;3;1;4;3;1;2008;14;2;2;8;6;4;4;10;3;9;9;4;2;1;1;1;3;3;2;10
361;9/5/2024;42;1;9;1;3;2;2023;14;31;4;2;3;5;2;13;3;3;2;4;1;2;1;2;3;2;2;6
362;5/10/2024;44;2;4;4;2;3;2021;8;66;5;3;3;5;1;13;3;10;9;4;2;2;2;3;3;2;1;6
363;29/5/2024;44;3;3;2;2;2;2013;2;50;4;1;4;2;1;14;5;1;9;2;2;2;2;2;3;3;1;1
364;17/5/2024;21;1;4;6;2;2;2023;11;13;4;8;1;2;4;14;1;9;2;4;2;2;2;1;1;3;2;5
365;28/6/2024;25;2;5;2;2;3;2021;7;50;5;8;1;5;1;10;5;1;2;55;2;2;2;3;3;1;1;3
366;22/3/2024;29;1;3;2;2;3;2013;3;13;2;2;3;5;1;13;1;10;6;55;3;2;1;3;2;3;3;2
367;17/8/2024;49;2;6;4;3;1;2020;11;66;4;2;1;4;1;14;5;6;8;55;3;2;2;1;1;3;3;2
368;14/8/2024;40;3;6;6;2;4;2011;7;13;4;2;4;0;4;11;5;1;9;2;3;2;2;3;1;1;3;2
369;2/3/2024;21;2;4;2;1;4;2012;14;66;1;4;1;2;1;13;5;6;6;55;2;2;1;2;3;3;3;5
370;18/2/2024;27;3;8;1;2;4;2021;3;13;5;4;1;5;1;10;1;7;9;47;3;1;2;2;3;2;2;1
371;7/5/2024;46;2;4;3;3;2;2018;7;31;1;7;6;1;2;10;3;4;4;47;1;2;1;2;2;3;1;6
372;2/1/2024;27;3;4;3;3;4;2018;2;66;3;2;1;0;4;11;5;10;2;47;3;1;1;2;3;2;2;8
373;27/6/2024;54;2;4;2;1;1;2022;2;2;1;3;3;1;4;10;5;7;6;2;3;1;1;1;2;1;3;2
374;11/3/2024;32;1;8;4;1;4;2011;11;13;1;3;1;2;2;11;3;3;6;2;3;1;1;3;1;3;2;8
375;9/2/2024;63;2;1;1;2;3;2013;11;13;1;4;6;0;2;10;3;8;8;4;2;1;2;3;2;2;2;2
376;11/4/2024;59;3;1;4;2;2;2016;3;2;4;8;6;4;1;10;3;5;6;47;1;1;1;2;3;2;3;7
377;14/10/2024;50;3;6;6;1;3;2022;3;13;4;4;1;5;2;14;3;5;9;4;2;2;1;2;3;2;2;10
378;30/7/2024;39;2;3;4;1;4;2021;2;2;3;1;4;0;2;13;1;9;8;4;2;2;2;1;1;2;3;2
379;5/9/2024;51;1;5;4;2;3;2020;14;31;3;5;4;4;2;14;5;2;8;4;2;2;1;2;3;3;2;9
380;5/7/2024;20;3;5;2;3;4;2021;11;31;4;8;3;4;4;10;5;5;6;47;1;2;2;2;2;3;3;8
381;13/1/2024;40;2;6;4;3;1;2012;14;66;5;4;4;0;1;10;5;10;4;2;3;1;2;1;2;2;2;6
382;15/9/2024;34;2;9;2;3;2;2006;11;50;3;2;3;0;1;14;3;4;6;55;1;1;2;1;2;1;3;3
383;24/5/2024;45;3;1;4;3;4;2016;7;50;4;4;1;3;4;13;1;8;9;55;2;1;1;3;1;2;2;2
384;19/8/2024;49;2;6;4;2;1;2013;7;50;3;8;1;5;4;13;5;9;9;47;3;2;2;3;1;3;1;10
385;24/8/2024;47;2;4;4;3;1;2013;7;13;1;5;4;5;1;14;3;3;9;55;2;1;1;1;3;2;3;3
386;21/3/2024;22;2;9;4;2;5;2022;11;50;2;4;6;3;2;14;5;7;8;4;2;2;2;2;1;3;2;5
387;8/8/2024;29;2;6;4;3;3;2009;3;66;5;5;1;3;2;14;1;5;4;2;2;1;1;2;2;3;2;7
388;3/10/2024;32;2;4;6;3;5;2009;11;2;5;8;1;3;4;10;1;2;2;2;2;2;1;2;1;3;1;4
389;17/2/2024;63;3;8;6;2;4;2006;7;66;5;4;6;5;4;13;5;3;6;55;1;1;2;1;1;2;3;8
390;5/9/2024;24;3;1;6;3;5;2023;7;50;5;1;3;5;2;10;3;3;2;55;2;1;2;3;1;1;3;7
391;23/3/2024;29;2;1;6;2;5;2008;2;13;2;7;3;0;2;14;1;9;6;47;2;1;2;2;3;1;3;8
392;26/1/2024;23;3;8;3;1;1;2014;11;2;4;4;1;2;2;10;1;2;6;47;1;2;2;3;3;1;3;8
393;28/3/2024;23;1;9;6;3;1;2008;14;31;3;3;6;0;2;11;1;7;2;55;1;1;2;2;2;1;1;8
394;9/10/2024;48;3;8;3;1;1;2017;3;50;1;1;4;1;2;11;1;5;2;4;1;2;2;1;3;2;3;5
395;9/7/2024;21;2;9;1;1;1;2011;14;13;1;1;6;5;2;13;3;4;2;47;2;2;2;2;1;3;3;2
396;2/9/2024;28;3;3;6;2;1;2023;14;2;2;4;3;2;2;14;1;3;4;2;1;1;1;3;3;3;3;1
397;25/5/2024;24;1;5;3;2;4;2006;11;66;2;3;4;2;1;13;1;4;9;2;1;1;1;3;2;3;2;9
398;10/1/2024;50;2;5;4;3;1;2020;2;13;4;1;3;3;4;14;5;1;9;2;3;1;1;2;2;3;2;7
399;11/7/2024;43;2;3;1;1;2;2006;11;50;2;4;1;1;4;14;5;3;2;47;3;1;1;2;3;1;3;9
400;2/4/2024;39;2;3;4;1;2;2009;2;2;5;1;6;1;1;10;3;9;2;55;1;1;1;1;3;3;1;7
401;1/5/2024;44;2;1;4;3;5;2013;14;31;1;8;1;2;1;11;5;9;4;55;1;1;2;1;3;3;1;8
402;13/2/2024;46;1;1;1;2;1;2021;11;13;2;3;1;3;4;11;1;3;8;2;2;1;1;1;3;3;3;4
403;2/10/2024;25;2;4;1;3;4;2020;11;31;4;2;3;1;4;10;5;6;9;55;3;2;1;2;2;2;1;9
404;29/6/2024;40;1;9;2;1;1;2012;7;50;3;8;4;4;1;14;1;1;2;47;1;1;2;3;3;3;2;6
405;9/10/2024;57;3;5;2;3;4;2011;3;2;5;2;1;3;2;10;1;7;8;47;1;1;2;3;2;3;3;9
406;22/6/2024;23;3;4;6;3;2;2018;11;66;2;8;1;5;2;11;1;4;2;2;1;2;1;2;1;1;3;7
407;22/1/2024;47;1;3;6;2;5;2023;7;50;2;3;6;5;2;14;3;5;8;4;3;2;2;3;1;1;1;4
408;8/3/2024;53;1;1;4;2;1;2009;8;66;4;4;6;5;1;11;1;9;6;4;2;1;1;2;1;3;1;7
409;29/2/2024;60;1;1;2;3;3;2006;11;50;4;4;1;3;2;13;3;4;9;47;3;1;2;2;1;2;3;6
410;22/7/2024;23;1;8;6;2;4;2006;11;2;5;1;4;3;4;10;3;9;2;47;3;1;1;3;3;2;2;8
411;29/4/2024;55;1;3;4;1;4;2017;7;2;5;1;6;5;2;11;1;5;2;55;2;2;2;3;1;2;1;1
412;8/10/2024;53;1;9;1;1;3;2008;2;31;2;4;6;1;1;11;5;9;9;4;1;1;1;3;1;2;3;1
413;8/1/2024;34;1;3;4;2;4;2013;3;2;2;1;4;4;2;13;3;6;9;4;3;2;1;3;1;1;3;7
414;4/8/2024;58;3;5;4;3;5;2017;8;66;5;2;3;1;1;14;5;7;6;55;2;2;1;3;1;3;1;6
415;26/1/2024;46;2;3;4;2;1;2023;8;66;4;1;1;5;2;10;1;2;9;47;1;2;1;2;2;3;3;3
416;18/9/2024;55;1;1;6;2;1;2019;7;66;3;5;4;4;1;14;5;6;6;55;1;1;2;3;1;2;3;2
417;7/2/2024;34;3;1;3;1;4;2015;2;66;3;5;4;5;4;10;3;4;4;55;2;1;2;3;2;2;1;4
418;29/4/2024;39;2;6;3;1;5;2022;3;50;5;8;3;0;4;14;1;3;6;4;2;2;2;2;2;3;2;2
419;14/6/2024;47;2;1;4;1;3;2007;3;66;3;7;6;1;4;13;1;8;9;2;2;1;2;3;3;2;3;4
420;13/8/2024;45;3;3;3;3;5;2009;11;50;4;5;1;2;1;11;1;2;9;47;2;2;1;1;3;3;1;2
421;8/7/2024;29;3;9;4;2;5;2013;11;2;3;2;4;1;1;13;1;7;8;55;1;1;2;2;3;3;1;9
422;1/3/2024;48;2;1;2;3;1;2017;8;13;3;1;6;3;1;13;5;4;4;4;3;2;2;2;3;2;1;6
423;13/9/2024;45;1;8;1;3;3;2018;8;31;5;7;3;1;4;10;3;4;8;55;2;2;1;1;3;2;2;1
